system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error,outcome,extraction,hidden_exposed,candidate_code
harmonet,humaneval,HumanEval/7,3,True,181,57,measured,238,1.8509,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring """"""
    return [s for s in strings if substring in s]
"
harmonet,humaneval,HumanEval/8,1,True,200,160,measured,360,3.061,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
    if not numbers:
        return (0, 1)
    
    total_sum = sum(numbers)
    total_product = 1
    for number in numbers:
        total_product *= number
    
    return (total_sum, total_product)
"
harmonet,humaneval,HumanEval/8,2,True,200,160,measured,360,2.9962,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
    if not numbers:
        return (0, 1)
    
    total_sum = sum(numbers)
    total_product = 1
    for number in numbers:
        total_product *= number
    
    return (total_sum, total_product)
"
harmonet,humaneval,HumanEval/8,3,False,200,131,measured,331,2.7704,fail: artifact_chars=575 artifact_sha=77c5650a2581; ast=ok defs=['sum_product']; harness=fail n_run=1 n_passed=0 n_failed=1 errors=test_0: NameError: name 'reduce' is not defined,fail,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def sum_product(numbers: List[int]) -> Tuple[int, int]:
    """""" For a given list of integers, return a tuple consisting of a sum and a product of all the integers in a list.
    Empty sum should be equal to 0 and empty product should be equal to 1.
    >>> sum_product([])
    (0, 1)
    >>> sum_product([1, 2, 3, 4])
    (10, 24)
    """"""
    return sum(numbers), reduce(lambda x, y: x * y, numbers, 1)
"
harmonet,humaneval,HumanEval/9,1,True,188,143,measured,331,2.934,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
    if not numbers:
        return []

    result = []
    current_max = numbers[0]
    for number in numbers:
        current_max = max(current_max, number)
        result.append(current_max)
    return result
"
harmonet,humaneval,HumanEval/9,2,True,188,143,measured,331,2.7924,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
    if not numbers:
        return []

    result = []
    current_max = numbers[0]
    for number in numbers:
        current_max = max(current_max, number)
        result.append(current_max)
    return result
"
harmonet,humaneval,HumanEval/9,3,True,188,143,measured,331,2.8958,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def rolling_max(numbers: List[int]) -> List[int]:
    """""" From a given list of integers, generate a list of rolling maximum element found until given moment
    in the sequence.
    >>> rolling_max([1, 2, 3, 2, 3, 4, 2])
    [1, 2, 3, 3, 3, 4, 4]
    """"""
    if not numbers:
        return []

    result = []
    current_max = numbers[0]
    for number in numbers:
        current_max = max(current_max, number)
        result.append(current_max)

    return result
"
harmonet,humaneval,HumanEval/10,1,False,230,155,measured,385,3.1406,fail: artifact_chars=776 artifact_sha=67ccc2a47353; ast=ok defs=['make_palindrome']; harness=fail n_run=1 n_passed=0 n_failed=1 errors=test_0: NameError: name 'is_palindrome' is not defined,fail,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
    n = len(string)
    for i in range(n, -1, -1):
        if is_palindrome(string[:i]):
            return string + string[i-1::-1]
    return string
"
harmonet,humaneval,HumanEval/10,2,False,230,155,measured,385,3.0255,fail: artifact_chars=776 artifact_sha=67ccc2a47353; ast=ok defs=['make_palindrome']; harness=fail n_run=1 n_passed=0 n_failed=1 errors=test_0: NameError: name 'is_palindrome' is not defined,fail,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
    n = len(string)
    for i in range(n, -1, -1):
        if is_palindrome(string[:i]):
            return string + string[i-1::-1]
    return string
"
harmonet,humaneval,HumanEval/10,3,False,230,155,measured,385,3.0279,fail: artifact_chars=776 artifact_sha=67ccc2a47353; ast=ok defs=['make_palindrome']; harness=fail n_run=1 n_passed=0 n_failed=1 errors=test_0: NameError: name 'is_palindrome' is not defined,fail,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
    n = len(string)
    for i in range(n, -1, -1):
        if is_palindrome(string[:i]):
            return string + string[i-1::-1]
    return string
"
harmonet,humaneval,HumanEval/11,1,True,170,106,measured,276,2.5231,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return ''.join('1' if x != y else '0' for x, y in zip(a, b))
"
harmonet,humaneval,HumanEval/11,2,True,170,106,measured,276,2.4825,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return ''.join('1' if x != y else '0' for x, y in zip(a, b))
"
harmonet,humaneval,HumanEval/11,3,True,170,106,measured,276,2.3843,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return ''.join('1' if x != y else '0' for x, y in zip(a, b))
"
harmonet,humaneval,HumanEval/12,1,True,190,81,measured,271,2.2164,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    """"""
    if not strings:
        return None
    return max(strings, key=len)
"
harmonet,humaneval,HumanEval/12,2,True,190,81,measured,271,2.1478,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    """"""
    if not strings:
        return None
    return max(strings, key=len)
"
harmonet,humaneval,HumanEval/12,3,True,190,81,measured,271,2.1538,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    """"""
    if not strings:
        return None
    return max(strings, key=len)
"
harmonet,humaneval,HumanEval/13,1,True,160,90,measured,250,2.3666,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    while b:
        a, b = b, a % b
    return a
"
harmonet,humaneval,HumanEval/13,2,True,160,90,measured,250,2.2169,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    while b:
        a, b = b, a % b
    return a
"
harmonet,humaneval,HumanEval/13,3,True,160,90,measured,250,2.2792,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    while b:
        a, b = b, a % b
    return a
"
harmonet,humaneval,HumanEval/14,1,True,147,79,measured,226,2.2266,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i] for i in range(1, len(string) + 1)]
"
harmonet,humaneval,HumanEval/14,2,True,147,79,measured,226,2.2026,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i] for i in range(1, len(string) + 1)]
"
harmonet,humaneval,HumanEval/14,3,True,147,79,measured,226,2.1969,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i] for i in range(1, len(string) + 1)]
"
harmonet,humaneval,HumanEval/15,1,True,156,84,measured,240,2.2573,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return ' '.join(str(i) for i in range(n + 1))
"
harmonet,humaneval,HumanEval/15,2,True,156,84,measured,240,2.1778,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return ' '.join(str(i) for i in range(n + 1))
"
harmonet,humaneval,HumanEval/15,3,True,156,84,measured,240,2.162,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return ' '.join(str(i) for i in range(n + 1))
"
harmonet,humaneval,HumanEval/16,1,True,158,76,measured,234,2.2144,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return len(set(string.lower()))
"
harmonet,humaneval,HumanEval/16,2,True,158,76,measured,234,2.1262,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return len(set(string.lower()))
"
harmonet,humaneval,HumanEval/16,3,True,158,76,measured,234,2.0724,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return len(set(string.lower()))
"
harmonet,humaneval,HumanEval/17,1,True,260,129,measured,389,2.8057,,pass,heuristic,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def parse_music(music_string: str) -> List[int]:
    """""" Parse a string representing musical notes and return a list of integers
    corresponding to the number of beats each note lasts.

    Legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quarter note, lasts one beat
    """"""
    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[note] for note in music_string.split()]
"
