system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error
harmonet_v2,humaneval,HumanEval/13,2,True,133,90,measured,223,1.0828,
harmonet_v2,humaneval,HumanEval/13,3,True,133,90,measured,223,1.0936,
harmonet_v2,humaneval,HumanEval/14,1,True,118,79,measured,197,0.976,
harmonet_v2,humaneval,HumanEval/14,2,True,118,79,measured,197,0.9615,
harmonet_v2,humaneval,HumanEval/14,3,True,118,79,measured,197,0.9698,
harmonet_v2,humaneval,HumanEval/15,1,True,126,84,measured,210,1.018,
harmonet_v2,humaneval,HumanEval/15,2,True,126,84,measured,210,1.0165,
harmonet_v2,humaneval,HumanEval/15,3,True,126,84,measured,210,1.0172,
harmonet_v2,humaneval,HumanEval/16,1,True,130,76,measured,206,0.9433,
harmonet_v2,humaneval,HumanEval/16,2,True,130,76,measured,206,0.936,
harmonet_v2,humaneval,HumanEval/16,3,True,130,76,measured,206,0.921,
harmonet_v2,humaneval,HumanEval/17,1,True,230,209,measured,439,2.3961,
harmonet_v2,humaneval,HumanEval/17,2,True,230,209,measured,439,2.3471,
harmonet_v2,humaneval,HumanEval/17,3,True,230,209,measured,439,2.3267,
harmonet_v2,humaneval,HumanEval/18,1,True,147,139,measured,286,1.5933,
harmonet_v2,humaneval,HumanEval/18,2,True,147,147,measured,294,1.6586,
harmonet_v2,humaneval,HumanEval/18,3,True,147,139,measured,286,1.57,
harmonet_v2,humaneval,HumanEval/19,1,True,163,197,measured,360,2.2077,
harmonet_v2,humaneval,HumanEval/19,2,True,163,308,measured,471,3.3885,
harmonet_v2,humaneval,HumanEval/19,3,True,163,290,measured,453,3.194,
harmonet_v2,mbpp,mbpp_2,1,True,459,70,measured,529,0.8954,
harmonet_v2,mbpp,mbpp_2,2,False,459,87,measured,546,1.0544,"    assert set(similar_elements((3, 4, 5, 6),(5, 7, 4, 10))) == set((4, 5))
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_32had45y\candidate_test.py"", line 18, in similar_elements
    return set(list1, list2)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_32had45y\candidate_test.py"", line 15, in set
    return set(list1) & set(list2)
TypeError: set() missing 1 required positional argument: 'list2'"
harmonet_v2,mbpp,mbpp_2,3,False,459,87,measured,546,1.052,"    assert set(similar_elements((3, 4, 5, 6),(5, 7, 4, 10))) == set((4, 5))
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_141krabn\candidate_test.py"", line 18, in similar_elements
    return set(list1, list2)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_141krabn\candidate_test.py"", line 15, in set
    return set(list1) & set(list2)
TypeError: set() missing 1 required positional argument: 'list2'"
harmonet_v2,mbpp,mbpp_3,1,True,116,58,measured,174,0.721,
harmonet_v2,mbpp,mbpp_3,2,True,116,58,measured,174,0.7112,
harmonet_v2,mbpp,mbpp_3,3,True,116,58,measured,174,0.7099,
harmonet_v2,mbpp,mbpp_4,1,True,269,54,measured,323,0.6859,
harmonet_v2,mbpp,mbpp_4,2,True,269,57,measured,326,0.7039,
harmonet_v2,mbpp,mbpp_4,3,True,269,54,measured,323,0.6722,
harmonet_v2,mbpp,mbpp_6,1,True,147,68,measured,215,0.8296,
harmonet_v2,mbpp,mbpp_6,2,True,147,68,measured,215,0.8158,
harmonet_v2,mbpp,mbpp_6,3,True,147,70,measured,217,0.8394,
harmonet_v2,mbpp,mbpp_7,1,True,422,130,measured,552,1.5419,
harmonet_v2,mbpp,mbpp_7,2,False,422,128,measured,550,1.4901,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_42mcee7w\candidate_test.py"", line 26, in <module>
    assert set(find_char_long('Please move back to stream')) == set(['Please', 'move', 'back', 'stream'])
TypeError: set() takes 0 positional arguments but 1 was given"
harmonet_v2,mbpp,mbpp_7,3,True,422,122,measured,544,1.423,
harmonet_v2,mbpp,mbpp_8,1,True,202,35,measured,237,0.4841,
harmonet_v2,mbpp,mbpp_8,2,True,202,22,measured,224,0.3365,
harmonet_v2,mbpp,mbpp_8,3,True,202,22,measured,224,0.3294,
harmonet_v2,mbpp,mbpp_9,1,True,135,49,measured,184,0.6229,
harmonet_v2,mbpp,mbpp_9,2,True,135,49,measured,184,0.6155,
harmonet_v2,mbpp,mbpp_9,3,True,135,49,measured,184,0.6104,
harmonet_v2,mbpp,mbpp_11,1,True,133,124,measured,257,1.4188,
harmonet_v2,mbpp,mbpp_11,2,True,133,124,measured,257,1.4357,
harmonet_v2,mbpp,mbpp_11,3,True,133,126,measured,259,1.4438,
harmonet_v2,mbpp,mbpp_12,1,True,258,33,measured,291,0.4712,
harmonet_v2,mbpp,mbpp_12,2,True,258,33,measured,291,0.4521,
harmonet_v2,mbpp,mbpp_12,3,True,258,33,measured,291,0.4546,
harmonet_v2,mbpp,mbpp_14,1,True,134,60,measured,194,0.7518,
harmonet_v2,mbpp,mbpp_14,2,True,134,60,measured,194,0.7406,
harmonet_v2,mbpp,mbpp_14,3,True,134,60,measured,194,0.7445,
harmonet_v2,mbpp,mbpp_16,1,True,142,56,measured,198,0.7159,
harmonet_v2,mbpp,mbpp_16,2,True,142,68,measured,210,0.8237,
harmonet_v2,mbpp,mbpp_16,3,True,142,56,measured,198,0.7022,
harmonet_v2,mbpp,mbpp_17,1,True,121,29,measured,150,0.4153,
harmonet_v2,mbpp,mbpp_17,2,True,121,29,measured,150,0.4095,
harmonet_v2,mbpp,mbpp_17,3,True,121,29,measured,150,0.4086,
harmonet_v2,mbpp,mbpp_18,1,True,148,72,measured,220,0.8777,
harmonet_v2,mbpp,mbpp_18,2,True,148,72,measured,220,0.8631,
harmonet_v2,mbpp,mbpp_18,3,True,148,73,measured,221,0.8835,
harmonet_v2,mbpp,mbpp_19,1,True,146,96,measured,242,1.128,
harmonet_v2,mbpp,mbpp_19,2,True,146,110,measured,256,1.277,
harmonet_v2,mbpp,mbpp_19,3,True,146,107,measured,253,1.24,
harmonet_v2,mbpp,mbpp_20,1,False,129,146,measured,275,1.6571,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_izfjsr5b\candidate_test.py"", line 31, in <module>
    assert is_woodall(383) == True
AssertionError"
harmonet_v2,mbpp,mbpp_20,2,False,129,106,measured,235,1.2298,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_b3v6edxq\candidate_test.py"", line 30, in <module>
    assert is_woodall(383) == True
AssertionError"
harmonet_v2,mbpp,mbpp_20,3,False,129,96,measured,225,1.1278,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_io1j7s01\candidate_test.py"", line 26, in <module>
    assert is_woodall(383) == True
AssertionError"
harmonet_v2,mbpp,mbpp_56,1,True,114,53,measured,167,0.6702,
harmonet_v2,mbpp,mbpp_56,2,True,114,53,measured,167,0.6616,
harmonet_v2,mbpp,mbpp_56,3,True,114,53,measured,167,0.6573,
harmonet_v2,mbpp,mbpp_57,1,True,150,58,measured,208,0.7202,
harmonet_v2,mbpp,mbpp_57,2,True,150,57,measured,207,0.7024,
harmonet_v2,mbpp,mbpp_57,3,True,150,57,measured,207,0.7046,
harmonet_v2,mbpp,mbpp_58,1,True,135,38,measured,173,0.516,
harmonet_v2,mbpp,mbpp_58,2,True,135,38,measured,173,0.5045,
harmonet_v2,mbpp,mbpp_58,3,True,135,38,measured,173,0.5066,
harmonet_v2,mbpp,mbpp_59,1,True,124,34,measured,158,0.4694,
harmonet_v2,mbpp,mbpp_59,2,True,124,34,measured,158,0.4646,
harmonet_v2,mbpp,mbpp_59,3,True,124,34,measured,158,0.4683,
harmonet_v2,mbpp,mbpp_61,1,True,141,101,measured,242,1.1985,
harmonet_v2,mbpp,mbpp_61,2,True,141,71,measured,212,0.8667,
harmonet_v2,mbpp,mbpp_61,3,True,141,100,measured,241,1.1815,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/0,1,True,874,1002,measured,1876,13.1664,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/0,2,True,874,973,measured,1847,10.5704,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/0,3,True,874,929,measured,1803,10.0917,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/1,1,True,923,1181,measured,2104,12.9512,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/1,2,False,911,1035,measured,1946,11.2838,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_5sbqdlcr\candidate_test.py"", line 67, in <module>
    check(separate_paren_groups)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_5sbqdlcr\candidate_test.py"", line 55, in check
    assert candidate('(()()) ((())) () ((())()())') == [
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/1,3,True,911,651,measured,1562,7.1437,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/2,1,True,613,350,measured,963,3.8857,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/2,2,True,613,642,measured,1255,6.9838,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/2,3,True,613,512,measured,1125,5.6054,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/3,1,True,736,255,measured,991,2.8932,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/3,2,True,736,623,measured,1359,6.789,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/3,3,True,736,642,measured,1378,6.9983,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/4,1,True,847,866,measured,1713,9.426,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/4,2,True,847,743,measured,1590,8.0825,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/4,3,True,847,934,measured,1781,10.1369,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/5,1,True,728,838,measured,1566,9.2668,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/5,2,True,679,446,measured,1125,5.0389,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/5,3,True,728,512,measured,1240,5.7913,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/6,1,True,806,836,measured,1642,9.1326,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/6,2,True,806,1044,measured,1850,11.3572,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/6,3,True,806,959,measured,1765,10.4752,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/7,1,True,665,818,measured,1483,8.9241,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/7,2,True,665,345,measured,1010,3.8348,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/7,3,True,665,292,measured,957,3.256,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/8,1,True,832,370,measured,1202,4.0881,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/8,2,True,832,354,measured,1186,3.9204,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/8,3,True,832,354,measured,1186,3.9143,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/9,1,True,770,359,measured,1129,3.9677,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/9,2,True,770,331,measured,1101,3.6671,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/9,3,True,766,527,measured,1293,5.7992,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/10,1,False,922,480,measured,1402,5.3136,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_4l1qi3gm\candidate_test.py"", line 50, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_4l1qi3gm\candidate_test.py"", line 45, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/10,2,False,965,901,measured,1866,9.8484,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_jgmnoo4d\candidate_test.py"", line 66, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_jgmnoo4d\candidate_test.py"", line 61, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/10,3,False,874,691,measured,1565,7.5689,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_b1gvks_x\candidate_test.py"", line 63, in <module>
    check(make_palindrome)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_b1gvks_x\candidate_test.py"", line 58, in check
    assert candidate('xyz') == 'xyzyx'
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/11,1,True,634,762,measured,1396,8.3148,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/11,2,False,740,983,measured,1723,10.698,"    check(string_xor)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_6vc4s4nv\candidate_test.py"", line 48, in check
    assert candidate('111000', '101010') == '010010'
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_6vc4s4nv\candidate_test.py"", line 23, in string_xor
    if not (a.isbinary() and b.isbinary()):
AttributeError: 'str' object has no attribute 'isbinary'"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/11,3,True,740,577,measured,1317,6.3052,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/12,1,True,718,442,measured,1160,4.848,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/12,2,True,644,278,measured,922,3.1398,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/12,3,True,718,442,measured,1160,4.8845,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/13,1,True,572,648,measured,1220,7.0688,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/13,2,True,572,366,measured,938,4.0538,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/13,3,True,572,679,measured,1251,7.3949,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/14,1,True,511,327,measured,838,3.6315,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/14,2,True,511,334,measured,845,3.6918,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/14,3,True,511,309,measured,820,3.4253,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/15,1,True,548,497,measured,1045,5.4393,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/15,2,True,548,313,measured,861,3.472,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/15,3,True,548,498,measured,1046,5.4469,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/16,1,True,538,339,measured,877,3.7617,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/16,2,True,538,313,measured,851,3.4748,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/16,3,True,538,309,measured,847,3.4377,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/17,1,True,1110,939,measured,2049,10.2193,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/17,2,True,862,608,measured,1470,6.7234,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/17,3,False,1110,951,measured,2061,10.3768,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_r5vog952\candidate_test.py"", line 53, in <module>
    check(parse_music)
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_r5vog952\candidate_test.py"", line 49, in check
    assert candidate('o| o| .| .| o o o o') == [2, 2, 1, 1, 4, 4, 4, 4]
AssertionError"
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/18,1,True,667,626,measured,1293,6.8835,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/18,2,True,667,497,measured,1164,5.4382,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/18,3,True,718,864,measured,1582,9.4844,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/19,1,True,1063,1100,measured,2163,12.2182,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/19,2,True,1059,1475,measured,2534,16.3125,
langraph_compat_qwen2.5_coder_7b,humaneval,HumanEval/19,3,True,1071,1087,measured,2158,11.8625,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_2,1,True,738,665,measured,1403,7.3158,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_2,2,False,739,625,measured,1364,6.8726,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_9ogatxti\candidate_test.py"", line 33, in <module>
    assert set(similar_elements((3, 4, 5, 6),(5, 7, 4, 10))) == set((4, 5))
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_9ogatxti\candidate_test.py"", line 25, in similar_elements
    raise ValueError(""Both inputs must be lists"")
ValueError: Both inputs must be lists"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_2,3,True,739,716,measured,1455,7.8036,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_3,1,True,505,351,measured,856,3.9118,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_3,2,True,508,378,measured,886,4.1589,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_3,3,True,510,627,measured,1137,6.8309,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_4,1,True,983,858,measured,1841,9.3595,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_4,2,True,983,984,measured,1967,10.7125,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_4,3,True,977,306,measured,1283,3.44,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_6,1,True,630,455,measured,1085,5.0546,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_6,2,True,630,822,measured,1452,8.9154,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_6,3,True,609,417,measured,1026,4.6282,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_7,1,True,692,412,measured,1104,4.5922,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_7,2,True,687,418,measured,1105,4.6227,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_7,3,True,687,687,measured,1374,7.5727,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_8,1,True,717,619,measured,1336,6.9467,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_8,2,True,717,310,measured,1027,3.5237,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_8,3,True,719,432,measured,1151,4.7933,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_9,1,True,549,624,measured,1173,6.8443,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_9,2,True,623,500,measured,1123,5.5104,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_9,3,True,543,747,measured,1290,8.1636,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_11,1,True,676,838,measured,1514,9.137,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_11,2,True,672,581,measured,1253,6.3957,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_11,3,True,676,604,measured,1280,6.6292,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_12,1,True,893,493,measured,1386,5.4292,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_12,2,True,891,307,measured,1198,3.4412,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_12,3,True,896,309,measured,1205,3.4962,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_14,1,True,592,819,measured,1411,8.9383,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_14,2,True,592,465,measured,1057,5.1052,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_14,3,True,592,295,measured,887,3.3115,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_16,1,True,593,450,measured,1043,4.9611,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_16,2,True,593,478,measured,1071,5.2297,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_16,3,True,593,416,measured,1009,4.5809,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_17,1,True,508,276,measured,784,3.1271,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_17,2,True,450,294,measured,744,3.2771,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_17,3,True,450,253,measured,703,2.8253,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_18,1,True,662,289,measured,951,3.251,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_18,2,True,667,471,measured,1138,5.1772,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_18,3,True,661,448,measured,1109,4.9347,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_19,1,True,578,338,measured,916,3.7999,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_19,2,True,625,390,measured,1015,4.3419,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_19,3,True,568,346,measured,914,3.8369,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_20,1,False,671,621,measured,1292,6.8234,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_eawnnub6\candidate_test.py"", line 42, in <module>
    assert is_woodall(383) == True
AssertionError"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_20,2,False,652,748,measured,1400,8.1789,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_pm8efwcs\candidate_test.py"", line 40, in <module>
    assert is_woodall(383) == True
AssertionError"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_20,3,False,690,751,measured,1441,8.2537,"Traceback (most recent call last):
  File ""C:\Users\User\AppData\Local\Temp\harmonet_ext_g1_b9ukvgw3\candidate_test.py"", line 44, in <module>
    assert is_woodall(383) == True
AssertionError"
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_56,1,True,517,716,measured,1233,7.8399,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_56,2,True,503,395,measured,898,4.3897,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_56,3,True,517,473,measured,990,5.1989,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_57,1,True,610,578,measured,1188,6.3576,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_57,2,True,610,358,measured,968,3.9693,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_57,3,True,608,358,measured,966,4.0047,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_58,1,True,513,609,measured,1122,6.6488,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_58,2,True,521,347,measured,868,3.8763,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_58,3,True,508,589,measured,1097,6.4374,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_59,1,True,495,295,measured,790,3.3463,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_59,2,True,627,966,measured,1593,10.5373,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_59,3,True,491,600,measured,1091,6.5939,
langraph_compat_qwen2.5_coder_7b,mbpp,mbpp_61,1,True,677,617,measured,1294,6.8037,
