system,benchmark,task_id,repeat,passed,prompt_tokens,completion_tokens,token_source,total_tokens,latency_seconds,eval_error,outcome,extraction,hidden_exposed,candidate_code
single,humaneval,HumanEval/10,1,True,229,304,measured,533,3.1029,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
    if not string:
        return string
    
    # Find the longest palindromic suffix starting from index 0
    # We check from the beginning: if string[0:i] is a palindrome, 
    # then we need to add the reverse of string[i:] to the end
    for i in range(len(string)):
        if is_palindrome(string[i:]):
            # string[i:] is a palindrome
            # Add reverse of string[:i] to the end
            return string + string[:i][::-1]
    
    return string
"
single,humaneval,HumanEval/11,1,True,151,114,measured,265,1.1757,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
    return ''.join(str(int(x) ^ int(y)) for x, y in zip(a, b))
"
single,humaneval,HumanEval/12,1,True,181,143,measured,324,1.7819,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
    if not strings:
        return None
    
    return max(strings, key=len)
"
single,humaneval,HumanEval/13,1,True,142,104,measured,246,1.3749,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
    while b:
        a, b = b, a % b
    return abs(a)
"
single,humaneval,HumanEval/14,1,True,132,94,measured,226,1.0339,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
    return [string[:i] for i in range(1, len(string) + 1)]
"
single,humaneval,HumanEval/15,1,True,144,104,measured,248,1.3547,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
    return ' '.join(str(i) for i in range(n + 1))
"
single,humaneval,HumanEval/16,1,True,140,90,measured,230,1.1294,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
    return len(set(string.lower()))
"
single,humaneval,HumanEval/17,1,True,248,248,measured,496,2.5542,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
    note_map = {
        'o': 4,
        'o|': 2,
        '.|': 1
    }
    
    notes = music_string.split()
    return [note_map[note] for note in notes]
"
single,humaneval,HumanEval/18,1,True,169,178,measured,347,1.4366,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
    if not substring or not string:
        return 0
    
    count = 0
    for i in range(len(string) - len(substring) + 1):
        if string[i:i + len(substring)] == substring:
            count += 1
    
    return count
"
single,humaneval,HumanEval/19,1,True,189,330,measured,519,2.0465,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
    word_to_num = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
        'six': 6,
        'seven': 7,
        'eight': 8,
        'nine': 9
    }
    
    num_to_word = {v: k for k, v in word_to_num.items()}
    
    # Split the input string, convert to numbers, sort, and convert back
    words = numbers.split()
    nums = [word_to_num[word] for word in words]
    nums.sort()
    sorted_words = [num_to_word[num] for num in nums]
    
    return ' '.join(sorted_words)
"
single,humaneval,HumanEval/20,1,True,242,305,measured,547,2.722,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
    sorted_numbers = sorted(numbers)
    min_distance = float('inf')
    closest_pair = (sorted_numbers[0], sorted_numbers[1])
    
    for i in range(len(sorted_numbers) - 1):
        distance = sorted_numbers[i + 1] - sorted_numbers[i]
        if distance < min_distance:
            min_distance = distance
            closest_pair = (sorted_numbers[i], sorted_numbers[i + 1])
    
    return closest_pair
"
single,humaneval,HumanEval/21,1,True,198,191,measured,389,1.6533,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    min_num = min(numbers)
    max_num = max(numbers)
    range_num = max_num - min_num
    
    return [(x - min_num) / range_num for x in numbers]
"
single,humaneval,HumanEval/22,1,True,164,127,measured,291,1.6782,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    return [v for v in values if isinstance(v, int) and not isinstance(v, bool)]
"
single,humaneval,HumanEval/23,1,True,108,54,measured,162,0.8998,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
    return len(string)
"
single,humaneval,HumanEval/24,1,True,121,102,measured,223,1.0683,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return n // i
    return 1
"
single,humaneval,HumanEval/25,1,True,205,220,measured,425,2.3414,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
    factors = []
    d = 2
    
    while d * d <= n:
        while n % d == 0:
            factors.append(d)
            n //= d
        d += 1
    
    if n > 1:
        factors.append(n)
    
    return factors
"
single,humaneval,HumanEval/26,1,True,159,149,measured,308,1.4756,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
    count = {}
    for num in numbers:
        count[num] = count.get(num, 0) + 1
    
    return [num for num in numbers if count[num] == 1]
"
single,humaneval,HumanEval/27,1,True,120,68,measured,188,1.3297,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
    return string.swapcase()
"
single,humaneval,HumanEval/28,1,True,134,82,measured,216,0.891,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
    return ''.join(strings)
"
single,humaneval,HumanEval/29,1,True,173,129,measured,302,1.6727,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
    return [s for s in strings if s.startswith(prefix)]
"
single,humaneval,HumanEval/30,1,True,187,141,measured,328,1.8677,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
    return [x for x in l if x > 0]
"
single,humaneval,HumanEval/31,1,True,180,202,measured,382,2.2699,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
    if n < 2:
        return False
    if n == 2:
        return True
    if n % 2 == 0:
        return False
    
    i = 3
    while i * i <= n:
        if n % i == 0:
            return False
        i += 2
    
    return True
"
single,humaneval,HumanEval/32,1,True,360,431,measured,791,3.7338,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
    begin = -1.0
    end = 1.0
    
    while poly(xs, begin) * poly(xs, end) > 0:
        begin *= 2.0
        end *= 2.0
    
    while end - begin > 1e-10:
        center = (begin + end) / 2.0
        if poly(xs, center) * poly(xs, begin) > 0:
            begin = center
        else:
            end = center
    
    return (begin + end) / 2.0
"
single,humaneval,HumanEval/33,1,True,225,315,measured,540,3.0507,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""
    # Extract elements at indices divisible by 3
    third_elements = [l[i] for i in range(len(l)) if i % 3 == 0]
    
    # Sort them
    third_elements.sort()
    
    # Create result list
    result = l.copy()
    
    # Replace elements at indices divisible by 3 with sorted values
    third_idx = 0
    for i in range(len(result)):
        if i % 3 == 0:
            result[i] = third_elements[third_idx]
            third_idx += 1
    
    return result
"
single,humaneval,HumanEval/34,1,True,140,88,measured,228,0.9433,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
    return sorted(set(l))
"
single,humaneval,HumanEval/35,1,True,151,97,measured,248,1.0949,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
    return max(l)
"
single,humaneval,HumanEval/36,1,True,152,146,measured,298,1.3061,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""
    count = 0
    for i in range(1, n):
        if i % 11 == 0 or i % 13 == 0:
            count += str(i).count('7')
    return count
"
single,humaneval,HumanEval/37,1,True,196,236,measured,432,1.5361,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""
    # Extract elements at even indices
    even_elements = [l[i] for i in range(0, len(l), 2)]
    # Sort them
    even_elements.sort()
    
    # Create result list
    result = l.copy()
    # Replace even indices with sorted values
    for i, val in enumerate(even_elements):
        result[i * 2] = val
    
    return result
"
single,humaneval,HumanEval/38,1,True,248,304,measured,552,2.8799,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # reverse cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[-1] + group[:-1]) if len(group) == 3 else group for group in groups]
    return """".join(groups)
"
single,humaneval,HumanEval/39,1,True,173,263,measured,436,2.7718,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""
    def is_prime(num):
        if num < 2:
            return False
        if num == 2:
            return True
        if num % 2 == 0:
            return False
        for i in range(3, int(num**0.5) + 1, 2):
            if num % i == 0:
                return False
        return True
    
    count = 0
    a, b = 0, 1
    
    while count < n:
        a, b = b, a + b
        if is_prime(b):
            count += 1
    
    return b
"
single,humaneval,HumanEval/40,1,True,260,274,measured,534,2.6959,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.

    >>> triples_sum_to_zero([1, 3, 5, 0])
    False
    >>> triples_sum_to_zero([1, 3, -2, 1])
    True
    >>> triples_sum_to_zero([1, 2, 3, 7])
    False
    >>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
    True
    >>> triples_sum_to_zero([1])
    False
    """"""
    n = len(l)
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if l[i] + l[j] + l[k] == 0:
                    return True
    return False
"
single,humaneval,HumanEval/41,1,True,230,175,measured,405,2.0287,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""
    return n * n
"
single,humaneval,HumanEval/42,1,True,185,138,measured,323,1.2,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
    return [x + 1 for x in l]
"
single,humaneval,HumanEval/43,1,True,251,227,measured,478,2.3502,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
    seen = set()
    for num in l:
        if -num in seen:
            return True
        seen.add(num)
    return False
"
single,humaneval,HumanEval/44,1,True,169,168,measured,337,1.289,,pass,fenced,False,"from typing import *
import collections
import functools
import itertools
import math
import operator
import re
import string
import heapq
import bisect
import statistics

def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
    if x == 0:
        return '0'
    
    digits = []
    while x > 0:
        digits.append(str(x % base))
        x //= base
    
    return ''.join(reversed(digits))
"
